customer_id,age,gender,annual_income,education,marital_status,dependents,tenure,contract,payment_method,paperless_billing,senior_citizen,monthlycharges,totalcharges,num_services,has_phone_service,has_internet_service,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,customer_satisfaction,num_complaints,num_service_calls,late_payments,avg_monthly_gb,days_since_last_interaction,credit_score,churn
CUST0000000027,29,Female,25813.8,bachelor,single,0,2,two_year,electronic_check,0,0,82.12,153.29,4,1,0,0,0,0,1,0,1,7.0,0.0,1,0,0.0,4,636.0,0
CUST0000000028,25,Male,34968.77,bachelor,married,0,54,one_year,bank_transfer,1,0,99.73,5465.79,2,1,1,0,0,0,1,0,0,2.0,2.0,1,0,33.22,12,627.0,0
CUST0000000029,42,Male,22135.77,high_school,married,0,8,one_year,mailed_check,1,0,73.19,449.74,2,0,1,0,1,1,1,0,0,6.0,0.0,1,0,34.1,78,652.0,0
CUST0000000030,25,Male,45527.46,college,married,2,7,two_year,credit_card,0,0,127.42,973.24,4,1,1,1,0,1,0,0,0,7.0,1.0,4,0,15.15,14,850.0,0
CUST0000000031,49,Female,85518.71,master,married,1,1,one_year,electronic_check,1,0,94.73,92.2,1,1,1,0,1,0,0,1,0,9.0,0.0,0,0,41.73,1,553.0,0
CUST0000000032,33,Female,35652.91,master,married,0,18,one_year,credit_card,1,0,97.75,1675.03,3,1,1,0,1,0,1,1,0,7.0,0.0,1,0,24.17,141,735.0,0
CUST0000000033,47,Female,33188.09,high_school,single,0,15,two_year,electronic_check,1,0,72.39,1032.19,1,1,1,0,0,0,0,0,1,3.0,1.0,1,1,134.77,18,748.0,0
CUST0000000034,42,Female,155337.18,high_school,married,0,24,two_year,bank_transfer,1,0,105.79,2735.36,3,1,1,1,0,1,0,1,1,9.0,0.0,2,0,27.67,264,631.0,0
CUST0000000035,54,Male,86689.75,bachelor,divorced,0,72,one_year,credit_card,0,0,83.3,1256.74,2,1,1,1,0,0,0,1,0,8.0,0.0,1,0,54.41,3,720.0,0
CUST0000000036,49,Female,68181.73,high_school,single,2,57,two_year,credit_card,1,0,43.41,2551.92,1,0,0,0,0,0,1,1,1,9.0,0.0,0,0,0.0,1,719.0,0
CUST0000000037,38,Female,62693.38,college,married,0,57,two_year,mailed_check,0,0,72.78,4539.53,2,1,1,0,1,1,1,1,0,8.0,2.0,2,0,8.95,41,723.0,0
CUST0000000038,24,Female,129390.12,master,married,1,17,one_year,bank_transfer,1,0,120.27,1361.84,6,1,1,1,1,1,0,1,1,6.0,0.0,0,0,24.74,2,720.0,0
CUST0000000039,47,Female,179194.0,master,single,0,2,one_year,electronic_check,1,0,89.77,165.14,3,1,1,0,1,1,1,1,0,5.0,0.0,2,0,49.65,52,705.0,0
CUST0000000040,18,Male,57303.69,college,married,1,4,two_year,credit_card,1,1,74.37,278.52,1,0,1,0,0,0,0,0,1,5.0,0.0,3,0,27.67,35,695.0,1
CUST0000000041,63,Female,96002.51,bachelor,divorced,0,72,two_year,credit_card,1,0,126.43,8241.53,4,1,1,0,1,0,0,0,0,5.0,3.0,3,0,32.37,7,747.0,0
CUST0000000042,52,Female,145900.93,master,married,0,12,two_year,electronic_check,0,0,72.78,840.82,1,1,1,1,0,0,0,0,1,5.0,0.0,2,0,22.32,5,612.0,0
CUST0000000043,57,Male,49599.83,bachelor,widowed,1,48,one_year,bank_transfer,1,0,60.66,2868.56,3,0,0,0,0,0,0,1,1,5.0,0.0,2,0,0.0,3,555.0,0
CUST0000000044,30,Female,48265.75,college,married,0,26,one_year,electronic_check,0,0,86.07,2024.14,2,1,1,1,1,1,1,1,0,7.0,2.0,6,1,63.98,58,535.0,0
CUST0000000045,50,Female,31257.14,college,single,1,23,one_year,credit_card,1,0,69.51,1256.74,2,1,1,1,1,0,0,0,1,8.0,2.0,2,0,109.51,59,723.0,1
CUST0000000046,35,Male,20000.0,bachelor,married,1,7,one_year,mailed_check,1,0,93.04,667.36,2,1,1,0,0,0,0,0,0,5.0,1.0,3,0,21.9,123,614.0,0
CUST0000000047,47,Female,30347.14,college,single,1,54,one_year,credit_card,1,1,115.93,5894.7,3,1,1,0,0,1,1,1,0,8.0,0.0,0,0,36.13,5,804.0,0
CUST0000000048,30,Female,68453.0,college,single,1,5,two_year,credit_card,0,0,49.85,232.55,1,1,0,0,0,0,0,1,0,7.0,0.0,2,1,0.0,8,631.0,0
CUST0000000049,43,Male,56563.38,master,married,1,12,one_year,credit_card,0,1,50.08,393.64,3,1,0,0,0,0,1,0,1,6.0,0.0,1,0,0.0,8,628.0,1
CUST0000000050,24,Male,61571.35,master,married,1,72,two_year,electronic_check,1,0,59.05,4544.76,3,1,1,1,0,0,1,1,0,9.0,0.0,0,0,27.67,21,732.0,0
CUST0000000051,42,Female,84774.62,college,divorced,0,31,two_year,mailed_check,1,1,70.6,2337.15,2,1,1,1,1,0,0,1,1,9.0,0.0,1,0,63.38,75,682.0,0
CUST0000000052,20,Male,63484.63,high_school,single,1,14,two_year,credit_card,1,0,107.73,1617.3,5,1,1,0,1,0,1,0,1,6.0,2.0,3,0,52.35,43,606.0,0
CUST0000000053,71,Male,76814.13,phd,divorced,1,19,one_year,bank_transfer,1,0,69.78,933.1,1,1,1,0,1,0,0,1,1,7.0,0.0,0,1,65.99,28,689.0,1
CUST0000000054,47,Male,82481.31,bachelor,married,0,12,one_year,credit_card,0,0,88.65,1048.52,2,1,1,0,0,0,1,1,0,9.0,0.0,0,0,113.41,33,680.0,0
CUST0000000055,45,Female,20000.0,high_school,single,0,31,two_year,credit_card,0,1,84.92,2796.65,5,1,0,0,0,0,0,1,1,4.0,2.0,4,0,0.0,61,767.0,0
CUST0000000056,55,Male,37644.27,college,married,0,12,two_year,mailed_check,0,0,97.35,1224.84,4,1,1,0,0,1,1,1,0,8.0,3.0,3,0,137.62,61,803.0,0
CUST0000000057,25,Female,31163.78,bachelor,single,1,26,one_year,electronic_check,1,0,30.04,785.52,2,1,0,0,0,0,0,1,0,4.0,0.0,2,0,0.0,17,609.0,1
CUST0000000058,33,Female,35493.23,high_school,married,0,29,two_year,credit_card,1,0,108.25,3160.47,4,1,1,1,1,0,1,0,1,8.0,0.0,1,0,27.67,7,769.0,0
CUST0000000059,52,Female,102168.87,high_school,married,1,22,one_year,mailed_check,0,1,100.78,2043.05,3,1,1,0,1,0,0,1,0,9.0,0.0,0,0,35.97,149,770.0,0
CUST0000000060,47,Female,30591.07,bachelor,married,2,18,one_year,credit_card,1,1,89.59,1500.33,2,1,1,1,0,0,0,0,1,8.0,1.0,1,0,58.45,46,719.0,0
CUST0000000061,34,Female,73107.59,phd,single,1,5,one_year,mailed_check,1,0,97.89,467.32,2,1,1,0,1,0,1,1,1,8.0,1.0,2,0,15.4,19,822.0,0
CUST0000000062,54,Female,35451.73,college,single,0,5,two_year,mailed_check,1,1,96.57,444.82,6,1,1,1,0,1,1,1,1,6.0,1.0,5,0,26.62,13,621.0,0
CUST0000000063,49,Female,45743.42,master,married,2,38,two_year,electronic_check,1,1,81.11,2876.63,3,1,1,1,1,1,0,1,0,5.0,1.0,5,2,117.64,129,807.0,0
CUST0000000064,52,Female,101987.58,bachelor,married,0,8,two_year,credit_card,0,0,83.83,651.33,2,1,1,1,0,1,1,0,1,8.0,0.0,2,1,11.5,4,676.0,0
CUST0000000065,50,Female,137042.93,bachelor,married,1,25,two_year,bank_transfer,0,0,69.75,1711.07,1,1,1,0,0,1,0,0,1,5.0,0.0,2,0,12.19,57,640.0,0
CUST0000000066,34,Male,44602.25,master,married,0,8,two_year,electronic_check,1,0,58.32,490.19,1,1,1,0,0,0,1,1,1,4.0,0.0,3,1,18.37,202,756.0,0
CUST0000000067,43,Female,51526.51,bachelor,single,0,3,two_year,electronic_check,1,0,70.76,213.9,4,1,1,1,1,1,0,1,0,4.0,0.0,1,0,16.65,3,771.0,0
CUST0000000068,18,Female,88072.01,master,married,1,12,one_year,bank_transfer,0,0,61.53,775.49,1,0,0,0,0,0,0,1,1,3.0,0.0,0,1,0.0,102,662.0,0
CUST0000000069,37,Male,47909.82,bachelor,married,1,8,one_year,mailed_check,1,0,66.73,499.42,3,1,0,0,0,0,0,1,1,9.0,1.0,3,1,0.0,43,697.0,1
CUST0000000070,41,Male,34378.28,high_school,married,1,6,two_year,electronic_check,1,0,105.06,430.03,5,1,1,1,1,1,0,0,1,1.0,0.0,2,1,53.46,23,615.0,0
CUST0000000071,54,Female,40544.9,high_school,married,0,21,two_year,electronic_check,1,0,57.31,806.16,1,1,0,0,0,0,0,1,0,2.0,0.0,1,0,0.0,185,625.0,0
CUST0000000072,52,Female,56942.87,master,married,0,6,one_year,electronic_check,1,0,97.38,616.55,3,1,1,0,0,1,1,1,0,6.0,3.0,6,0,48.39,18,680.0,1
CUST0000000073,33,Female,38321.79,college,married,2,33,one_year,electronic_check,1,0,67.87,2120.85,2,1,1,0,1,0,0,1,1,4.0,0.0,2,1,31.02,1,544.0,0
CUST0000000074,33,Male,24052.17,high_school,single,2,30,two_year,bank_transfer,1,0,90.9,2583.96,2,1,1,0,1,1,0,0,1,5.0,0.0,3,0,23.86,79,647.0,0
CUST0000000075,64,Male,48790.09,college,divorced,0,28,one_year,mailed_check,0,0,80.42,2466.54,4,1,1,1,1,1,1,0,0,2.0,1.0,2,0,44.33,15,668.0,0
CUST0000000076,40,Female,58462.44,high_school,single,1,2,two_year,bank_transfer,1,0,85.59,180.23,3,1,1,1,0,0,0,1,0,1.0,0.0,1,2,18.6,28,684.0,0
CUST0000000077,46,Female,31702.99,master,married,1,69,two_year,bank_transfer,1,1,88.83,6543.12,1,1,1,0,0,1,1,1,0,8.0,1.0,0,0,33.3,60,759.0,0
CUST0000000078,56,Female,71206.74,phd,married,1,16,two_year,credit_card,1,1,88.86,1399.64,1,1,1,0,1,1,1,1,1,9.0,1.0,3,0,57.38,5,680.0,0
CUST0000000079,43,Male,81901.91,bachelor,married,0,55,two_year,credit_card,1,1,52.23,3076.24,1,1,0,0,0,0,0,1,1,5.0,2.0,2,0,0.0,74,684.0,0
CUST0000000080,42,Female,22912.4,bachelor,married,2,5,one_year,electronic_check,1,0,52.57,239.63,2,0,1,0,0,1,0,1,0,5.0,0.0,0,0,51.95,76,805.0,0
CUST0000000081,40,Male,78345.65,master,married,0,21,one_year,credit_card,0,0,73.76,1400.45,2,1,1,1,1,0,0,0,0,6.0,0.0,1,2,162.06,29,626.0,0
CUST0000000082,37,Female,77660.36,phd,single,0,72,two_year,credit_card,1,1,105.74,5528.49,4,1,1,0,0,0,1,0,1,2.0,0.0,0,0,128.16,47,508.0,0
CUST0000000083,47,Female,20000.0,master,married,0,72,one_year,credit_card,0,0,110.1,7942.56,3,1,1,1,0,1,1,1,1,7.0,2.0,3,0,26.91,31,429.0,0
CUST0000000084,18,Male,35079.19,high_school,married,0,1,two_year,credit_card,0,0,63.39,60.55,4,1,0,0,0,0,0,1,1,8.0,0.0,1,2,0.0,19,647.0,0
CUST0000000085,39,Male,27850.68,high_school,divorced,0,15,two_year,electronic_check,1,0,104.84,1663.64,4,1,1,0,1,0,0,1,0,9.0,0.0,1,0,32.22,71,688.0,0
CUST0000000086,53,Male,83697.95,college,married,1,8,one_year,electronic_check,1,0,116.97,1008.57,2,1,1,1,1,0,1,1,1,9.0,0.0,0,0,30.56,8,505.0,0
CUST0000000087,51,Female,160553.31,bachelor,married,0,1,one_year,credit_card,1,0,143.36,149.52,6,1,1,0,1,0,0,1,1,8.0,1.0,1,0,183.45,63,627.0,1
CUST0000000088,66,Female,74428.01,master,divorced,2,20,two_year,bank_transfer,1,1,34.95,751.4,1,0,0,0,0,0,0,1,0,7.0,0.0,2,0,0.0,21,697.0,0
CUST0000000089,57,Female,133142.71,bachelor,single,1,1,two_year,credit_card,1,0,142.45,132.52,6,1,1,0,0,1,1,1,0,8.0,4.0,9,0,17.02,106,610.0,0
CUST0000000090,51,Female,48790.09,bachelor,married,0,22,one_year,credit_card,0,0,99.94,1386.57,2,1,1,1,1,1,1,1,0,2.0,1.0,4,0,86.73,29,691.0,0
CUST0000000091,45,Male,48790.09,master,married,1,48,one_year,credit_card,1,0,128.81,6431.69,6,0,1,0,1,0,1,0,0,7.0,0.0,0,0,40.42,92,550.0,0
CUST0000000092,38,Female,25492.88,college,married,1,51,two_year,mailed_check,1,0,105.6,5469.14,2,1,1,1,0,1,0,0,1,7.0,0.0,3,1,13.02,30,607.0,0
CUST0000000093,52,Female,80239.95,phd,divorced,0,72,one_year,electronic_check,1,1,74.08,5510.9,1,0,1,0,0,0,0,1,0,9.0,0.0,0,0,7.03,43,666.0,0
CUST0000000094,49,Male,80602.35,bachelor,single,0,32,two_year,bank_transfer,1,0,94.21,2724.01,5,1,0,0,0,0,0,1,1,9.0,0.0,1,0,0.0,13,709.0,0
CUST0000000095,39,Female,119969.06,college,divorced,3,4,one_year,credit_card,1,0,93.4,359.23,2,0,1,0,0,0,1,0,0,9.0,0.0,1,0,10.21,76,850.0,0
CUST0000000096,31,Male,46651.77,master,married,2,13,two_year,bank_transfer,1,0,85.39,1077.2,2,1,1,0,1,0,1,1,0,9.0,1.0,6,0,54.13,110,635.0,0
CUST0000000097,44,Male,45357.08,college,divorced,0,52,one_year,credit_card,1,0,86.76,4749.52,3,1,1,0,1,0,0,1,0,6.0,1.0,2,2,27.67,16,589.0,0
CUST0000000098,62,Female,44779.04,bachelor,single,1,7,one_year,mailed_check,1,0,113.23,755.76,6,1,1,0,1,0,1,0,1,7.0,0.0,1,1,74.27,25,712.0,0
CUST0000000099,46,Male,29867.57,college,divorced,1,14,one_year,credit_card,1,0,105.65,1411.5,4,1,1,1,0,1,1,1,1,1.0,2.0,3,0,27.67,93,728.0,0
CUST0000000100,45,Male,34698.81,bachelor,single,1,23,one_year,bank_transfer,1,1,106.43,2228.8,3,1,1,0,1,0,0,1,1,8.0,0.0,0,0,78.08,30,554.0,0
CUST0000000101,51,Male,20573.51,college,married,1,2,one_year,credit_card,1,1,93.27,202.91,2,1,1,0,1,0,1,1,0,2.0,0.0,2,0,19.43,87,626.0,0
CUST0000000102,52,Female,60406.45,bachelor,married,0,16,two_year,bank_transfer,1,0,132.8,2136.2,4,1,1,0,1,0,0,1,0,9.0,2.0,3,0,53.15,19,646.0,0
CUST0000000103,48,Female,40752.79,high_school,single,1,1,one_year,electronic_check,1,0,87.67,82.32,4,1,1,0,0,1,1,1,0,1.0,1.0,3,0,18.47,3,777.0,0
CUST0000000104,44,Female,20000.0,bachelor,married,1,8,two_year,bank_transfer,1,0,109.04,867.59,3,1,1,0,0,0,0,0,1,2.0,0.0,0,0,30.79,51,662.0,1
CUST0000000105,37,Female,96827.89,high_school,married,1,33,one_year,electronic_check,1,0,76.74,2725.52,1,1,1,0,0,1,1,1,1,8.0,1.0,2,0,10.35,2,651.0,0
CUST0000000106,60,Male,27239.14,college,single,1,30,two_year,credit_card,0,0,122.56,2711.18,5,1,1,0,0,1,0,0,0,7.0,3.0,5,0,16.36,19,719.0,0
CUST0000000107,38,Female,104207.43,high_school,single,0,68,one_year,mailed_check,0,0,110.55,1256.74,3,0,1,0,0,0,1,1,1,6.0,0.0,1,1,13.79,167,808.0,1
CUST0000000108,68,Male,119606.25,college,single,0,36,two_year,electronic_check,1,0,114.55,4284.72,3,1,1,1,1,0,1,0,1,4.0,1.0,2,0,50.72,36,601.0,0
CUST0000000109,47,Male,20000.0,phd,single,2,5,two_year,bank_transfer,1,0,80.98,398.2,4,1,1,1,1,0,1,1,1,7.0,0.0,2,3,69.31,22,636.0,0
CUST0000000110,45,Male,20000.0,high_school,married,0,56,one_year,mailed_check,1,1,54.31,2762.61,2,1,1,1,0,0,1,0,1,8.0,0.0,2,1,58.61,1,682.0,0
CUST0000000111,56,Female,26812.03,college,married,0,19,one_year,mailed_check,1,1,64.42,1256.74,2,1,1,1,0,1,1,1,1,5.0,1.0,2,0,41.03,68,850.0,0
CUST0000000112,35,Male,58821.91,college,divorced,3,44,one_year,bank_transfer,1,1,117.18,5419.0,3,1,1,0,0,0,1,0,0,5.0,0.0,1,1,60.01,205,754.0,0
CUST0000000113,53,Male,24733.51,bachelor,single,1,61,one_year,electronic_check,1,0,88.33,3708.06,2,1,1,0,0,1,0,1,0,4.0,1.0,1,0,38.09,14,850.0,0
CUST0000000114,46,Female,40786.31,bachelor,married,2,42,one_year,credit_card,1,0,89.91,3877.54,5,0,1,0,1,1,1,0,1,6.0,0.0,0,2,79.83,43,646.0,0
CUST0000000115,51,Female,26068.8,college,married,0,12,one_year,credit_card,1,0,34.87,394.82,1,1,1,0,1,1,0,0,1,3.0,2.0,3,0,13.41,29,744.0,0
CUST0000000116,34,Male,25179.43,bachelor,married,0,21,two_year,mailed_check,1,0,86.62,1832.65,2,0,0,0,0,0,0,1,1,1.0,2.0,3,1,27.67,63,524.0,0
CUST0000000117,34,Male,29207.98,bachelor,single,1,13,two_year,bank_transfer,1,0,72.82,1029.65,2,1,1,1,1,0,1,1,0,5.0,3.0,5,0,22.31,46,560.0,0
CUST0000000118,18,Male,43989.63,high_school,single,1,28,one_year,electronic_check,0,0,84.64,2289.35,2,0,1,0,1,1,0,1,0,3.0,0.0,1,0,25.31,31,800.0,1
CUST0000000119,38,Male,139353.65,high_school,married,2,15,one_year,bank_transfer,1,0,96.37,1333.21,1,1,1,0,1,0,0,1,1,8.0,1.0,5,1,19.68,72,714.0,1
CUST0000000120,37,Female,50636.57,master,divorced,1,3,one_year,bank_transfer,0,0,113.9,262.83,3,1,1,1,1,1,1,0,0,6.0,0.0,0,0,28.98,3,645.0,0
CUST0000000121,34,Male,36224.01,college,widowed,0,24,one_year,electronic_check,1,0,111.09,2480.06,3,1,1,1,0,1,0,0,1,2.0,1.0,1,0,5.84,16,672.0,0
CUST0000000122,43,Male,27144.71,high_school,divorced,1,5,one_year,electronic_check,0,1,142.44,530.19,6,1,1,0,0,1,1,1,1,9.0,2.0,2,0,39.89,16,778.0,0
CUST0000000123,45,Male,40252.74,high_school,divorced,1,32,two_year,electronic_check,1,0,114.41,2307.73,5,1,1,0,1,1,1,1,1,7.0,0.0,2,3,116.1,4,659.0,0
CUST0000000124,52,Male,78653.51,college,married,0,2,two_year,electronic_check,1,0,114.27,226.96,3,1,1,1,1,0,1,0,1,4.0,0.0,1,0,23.04,61,680.0,0
CUST0000000125,53,Female,67182.41,high_school,divorced,1,1,two_year,mailed_check,1,0,91.59,68.85,1,1,1,1,0,0,0,0,0,4.0,0.0,0,0,7.49,16,607.0,0
CUST0000000126,54,Male,29891.6,college,single,0,9,two_year,credit_card,1,0,107.45,922.78,6,1,1,1,0,0,0,1,1,4.0,0.0,1,0,27.67,42,745.0,0
CUST0000000127,55,Male,30938.76,bachelor,widowed,2,72,one_year,credit_card,1,0,115.83,7654.41,3,1,1,0,0,0,0,0,0,8.0,0.0,2,0,103.04,78,567.0,0
CUST0000000128,49,Female,48077.02,college,married,0,28,one_year,mailed_check,0,1,86.6,2658.54,1,0,1,0,0,0,1,0,1,7.0,1.0,2,0,47.03,25,645.0,0
CUST0000000129,45,Female,73282.89,college,single,1,12,one_year,bank_transfer,0,0,76.32,608.16,2,1,1,0,0,0,1,1,0,5.0,1.0,4,0,45.61,101,547.0,0
CUST0000000130,58,Male,79755.56,college,married,1,3,two_year,credit_card,0,0,99.72,228.28,3,1,1,0,0,0,0,0,1,6.0,0.0,1,1,25.76,41,620.0,0
CUST0000000131,55,Female,35574.71,master,single,1,1,one_year,mailed_check,0,0,55.42,55.61,1,1,0,0,0,0,0,0,0,6.0,2.0,2,0,0.0,38,733.0,0
CUST0000000132,22,Male,24063.84,college,married,0,31,one_year,credit_card,0,0,88.25,1778.26,3,0,1,1,0,0,1,1,1,8.0,0.0,0,0,89.32,55,741.0,0
CUST0000000133,42,Female,82266.26,college,widowed,1,56,one_year,bank_transfer,0,0,95.35,5543.84,3,1,1,0,0,1,1,1,0,8.0,0.0,1,0,15.44,23,633.0,0
CUST0000000134,18,Female,102344.14,high_school,single,0,1,one_year,bank_transfer,1,1,89.4,97.47,1,1,1,0,0,0,1,1,0,4.0,1.0,1,1,33.43,16,754.0,0
CUST0000000135,18,Male,30187.04,master,divorced,2,21,two_year,bank_transfer,1,0,88.63,1832.65,1,1,1,1,1,1,0,1,0,7.0,2.0,2,0,61.82,10,704.0,0
CUST0000000136,37,Male,20000.0,high_school,widowed,0,31,one_year,electronic_check,1,0,104.2,3413.27,3,0,1,0,1,1,1,0,1,5.0,0.0,0,1,8.42,7,523.0,0
CUST0000000137,43,Female,27242.61,bachelor,single,1,8,two_year,electronic_check,1,1,93.9,795.9,2,1,1,0,1,0,1,1,0,8.0,0.0,1,0,52.39,8,657.0,0
CUST0000000138,38,Male,35860.71,high_school,married,2,17,one_year,electronic_check,0,0,92.82,1651.63,1,1,1,1,1,1,0,0,0,3.0,0.0,1,0,23.91,36,734.0,0
CUST0000000139,18,Female,87137.03,master,married,2,40,one_year,credit_card,1,0,68.26,1876.29,6,1,1,0,0,1,1,0,1,5.0,0.0,0,0,128.24,62,478.0,0
CUST0000000140,56,Female,71159.08,bachelor,married,1,21,two_year,bank_transfer,1,0,65.82,1391.53,3,1,0,0,0,0,0,0,1,6.0,1.0,2,0,0.0,19,758.0,0
CUST0000000141,34,Male,25520.26,bachelor,married,1,11,one_year,credit_card,1,0,142.86,1595.91,4,1,1,0,0,0,1,1,0,5.0,0.0,4,2,72.48,26,787.0,0
CUST0000000142,52,Male,210917.47,master,single,0,1,one_year,electronic_check,0,0,66.57,47.31,3,1,0,0,0,0,0,1,1,4.0,1.0,1,0,0.0,9,545.0,0
CUST0000000143,34,Male,105354.29,high_school,married,0,16,one_year,bank_transfer,0,0,44.82,706.66,2,0,0,0,0,0,0,0,1,3.0,1.0,0,1,0.0,19,618.0,0
CUST0000000144,37,Male,27581.6,bachelor,divorced,1,15,one_year,bank_transfer,1,1,76.63,807.07,1,0,1,0,0,1,1,1,1,8.0,2.0,5,0,27.67,126,662.0,0
CUST0000000145,51,Female,26604.01,college,married,0,4,two_year,electronic_check,0,1,96.54,271.82,4,1,1,0,0,1,0,1,0,5.0,2.0,3,0,28.09,33,624.0,0
CUST0000000146,39,Female,102371.47,bachelor,divorced,1,1,two_year,credit_card,1,1,71.64,68.34,2,1,1,1,0,0,1,1,1,7.0,0.0,1,2,51.86,7,692.0,0
CUST0000000147,47,Female,20000.0,bachelor,married,1,17,one_year,credit_card,1,1,55.67,1007.59,2,1,0,0,0,0,0,0,1,4.0,1.0,0,0,0.0,19,608.0,0
